sender,no_reacts,text,label
$USER1608,0,JOS USRPLUS NEOMARXISTI 3,OTHER
$USER0334,0,Păzea.au venit gunoaiele din parlament la aeroport,ABUSE
$USER3497,0,"Jos cu javrele, ieși bat joc de romani",ABUSE
$USER0288,0,Se lasa asteptat gusteru baa te bubuie covidiotii aici la noi in tara.,INSULT
$USER1253,0,Ba laso dracului chear tu esti un globalist bine instruit,PROFANITY
$USER1007,0,Ce ascunde recensământul ce se va face acum?? Ce se mai pune la cale?,OTHER
$USER0417,0,Sub c motiv a venit,OTHER
$USER0404,0,"Fiți ai dracu de cretini ,,,,chiriac nu te,ai saturat de cat căcat ai mâncat ,,,,vânzător de țară și copii",ABUSE
$USER0519,0,"Demiterea, plavanului tradator, care ne va baga în război.",INSULT
$USER0909,0,I au picat gradele!!! Ha ha!;! Cu steagul lui de 3 metrii!!,OTHER
$USER0161,0,"NI SE RIDICA TENSIUNEA DE UCRANIA,",OTHER
$USER4190,0,Nu vor iesii ne fac doar prosti și cretini din pacate,INSULT
$USER0690,0,Cetățeni români au fost fost obligați să plece ca să țină mizerabilii în țară,ABUSE
$USER1733,0,Vorbele lui Arsenie Boca se varsă mult sânge,OTHER
$USER3455,0,"Hai marș dacă nu i ți plac oamenii,du te unde este de tine",INSULT
$USER1588,0,"Abia acum spuneți adevărul ,da majoritatea românilor sunt proști",INSULT
$USER0757,0,Maria Maris go 4 it,OTHER
$USER1800,0,România TV spune ca avioane ucrainene au aterizat in România,OTHER
$USER0400,0,Dan Chitic omul poporului.Spalacitu apara globalisti.Hoooo rusine scîrbă nenorocita.,ABUSE
$USER0472,0,"Andrei Morosan Normal, explorează noi resurse prin politici militare . Gazele din Marea neagra, Gazele de șist ( a eșuat ) dar și alte resurse.",OTHER
$USER2486,0,De mâine se scumpește prețul la curve sa vedem daca se face coadă un popor de tâmpiți cu scuzele de rigoare,ABUSE
$USER1130,0,Eu votez Diana!,OTHER
$USER4003,0,George Simion hai sictir,INSULT
$USER1792,1,"Au apărut trolii de serviciu,schimbul 2!!!",OTHER
$USER0097,0,"Ne baga astia in razboi, talharii",OTHER
$USER0972,0,Cine e Tump ?! un ștrumf ? Nu...e o marionetă.,OTHER
$USER2892,0,Esti proasta de puti ! Stai jos corijent-o ! Nota 2 !,INSULT
$USER2509,0,Asaa fost tottimpu prosti nu le poți arata,INSULT
$USER0138,0,"Copiii nu se ating, cei care o fac sunt criminalii adevărați...ce părere aveți domnule Terheş?",OTHER
$USER3536,0,"Mizerii, minciunile unul Pro Rusia. Cât de prosti sa fiți sa susțineți așa mizerii ? Asta este omul de influenta al rusilor in Romania.",ABUSE
$USER0627,0,"LUIS SCOATE-L PE JEGUL ASTA DE NEAMTU DIN EMISIUNE , NE PROVOACA GREAȚA !! MANCATEAR SIBERIA !",ABUSE
$USER0252,3,Tot ce se spune e minciuna ...Amerika ne va conduce !!!totul este o inscenare ...,OTHER
$USER0027,3,DOMNULE TERHEȘ TU ITI DAI SEAMA CE VORBEȘTI ?! PROPUI SA NE IMPLICAM IN VREUN FEL IN ACEST RĂZBOI PROVOCIND AL TREILE RĂZBOI MONDIAL ?!,OTHER
$USER1697,1,Mult respect dna Diana!,OTHER
$USER0258,0,Mai degrabă i-o ia Iohannis la lins!,ABUSE
$USER0421,0,"Nenorociților, sa va ardă iadul",ABUSE
$USER0987,1,De ce nu cine a spus că nu are dreptul este la fel un cetățean român care suferă ca toți ceilalți,OTHER
$USER3774,0,Asea gutui rasă in gura da muist,ABUSE
$USER2277,1,Mai dute dracului,ABUSE
$USER2167,1,Bă ... eram cu tine... cred că te-ai drogat ...nu ești să ătos.. tu cu cine plm ești ?,PROFANITY
$USER1250,0,Dragi Romani trebuie sa dam jos acesti mafioti din Guvern si Parlament care vor sa ne distruga Tara si pe noi si Copii nostri,OTHER
$USER1444,0,"99% din cr vedem , din ce ni se permite sa stim sau din oamenii care ne sint ""livrati"" reprezinta manipulare .",OTHER
$USER3869,0,Mâna pe topoare futui in gura,ABUSE
$USER1879,0,ma-ta la gunoi!,ABUSE
$USER0797,3,"Voi să mergeți la război, că voi faceți promisiuni, nu copii noștri! Ucraina si Rusia nu sunt în NATO, ce căutați acolo?",OTHER
$USER2359,0,"Buna seara domnule Lazarus.. La conducerea romaniei ar trebui un om destept ca dumneavoastra, nu ca prostii astia de la conducerea!",INSULT
$USER0578,0,Felicitări Domnul Luis Lazarus și invitatului Dumneavoastră,OTHER
$USER1090,0,Bravo Simion ardei pe hoti,OTHER
$USER1046,0,Era in generală,OTHER
$USER1130,0,Sper sa il invitati si pe Domnul Primo Laurentiu! Chiar aveam ce asculta atunci,OTHER
$USER1380,0,"Păi, a fost pe vremea lui Bășina Porcului „cu afaceri”. Cunoaște foarte bine țara, dar la nivel înalt și secret.",PROFANITY
$USER1343,2,"Iar se dezbat subiecte,că și în pandemie dar nu se face nimic și nici ăștia nu vor plăti în schimb noi o luam de la capăt acuș cu covid și iar vom sta cu capu plecat și nu vom zice nimic",OTHER
$USER0738,0,"Luis, renunță la ,,vroiam"" și încearcă variantele voiam sau vream - e mult mai ok, înțelegi ce vreau să zic!?",OTHER
$USER0139,0,"Avem romani minunati,si ne conduc analfabetii si hotii..!",INSULT
$USER1698,0,Paceeeee pe pamint.,OTHER
$USER1568,0,Salutare oameni buni..,OTHER
$USER1358,0,FELICITĂRI ptr emisiune cu stimă și respect deosebit !! Doamne ajută tuturor !,OTHER
$USER0135,3,Corect Dl . Aurelian ! Copii ruși morți in 2014 ..,OTHER
$USER0176,0,"Lasā imperiul otoman,atunci nu a fost Biden hirosima dombas cimitir de copii,pandemie(fals)etc............atātea prosti ce ne vorbeste acest preot doctir prof.istorie.....vai de noi",OTHER
$USER0120,0,FELICITĂRI DAN CHITIC !!!,OTHER
$USER0915,1,Ce au mai rămas în armata noastră? Niște basinosi?,INSULT
$USER3098,2,"Șoșoaca mama prostilor cu "" blutut """,INSULT
$USER2842,4,Mars purece pricăjit..,INSULT
$USER2842,0,Ascundea te-ar dracu in fundul iadului.,ABUSE
$USER1335,0,CONTRACTELE SINT SECRETIZATE .,OTHER
$USER0383,0,SA NU O AJUTE DUMNEZEU !!!,OTHER
$USER0086,0,Am colegi Ucrainieni care pot confirma asta,OTHER
$USER0210,0,Ce facem cu soldați noștri morții și două aeronave pierdute .Ce știm despre cei 8 militari morții că sunt ai noștri nu a altora,OTHER
$USER1120,0,Aveți impresia că în România vor mai fi alegeri libere?,OTHER
$USER0084,2,Ne crede prosti,OTHER
$USER1459,0,Pe ei ii doare in cur de noi,INSULT
$USER0904,3,Mai puteți să respirați în acel studio?! Cu atâta porcii acolo mă gândesc că este foarte grava situația.,INSULT
$USER1455,0,Terches dute bre la biserica sa ti citeasca popa ca te ai spurcat,ABUSE
$USER2889,0,Sa ma fut pe neamu tau de curve si prosti,ABUSE
$USER0611,0,In Spania se aude acceptabil dom ul avocat,OTHER
$USER0754,0,Doamne ai mila de noi......Amin.,OTHER
$USER1207,0,"de ce toti vandutii si imbecilii romaniei conduc armata?i-am scris si lui gusa care il lauda pe imbecil ca este prost , mason si vandut ocultei mondiale.",INSULT
$USER0617,0,Domnu Dan va ascuñtam cu drag,OTHER
$USER0331,2,"Baaaa idioților, ne ajută sau a venit sa ne jumuleasca,, asta mai lipsea",INSULT
$USER0351,0,"Guvernul si iohanis trebuie sa plece azi,vom deveni carne de tun",OTHER
$USER2842,0,Popa știe că umbli dezgropat? Te caută foamea cu lanterna prin stomac.,INSULT
$USER0226,0,Ion Tihu ce ma ce ma țin cu putin,OTHER
$USER0130,0,"Felicitari, Aurelian!",OTHER
$USER3756,0,"Oamenii rusiei , tara arde si baba se piaptana, niste gunoaie",ABUSE
$USER0408,0,America este cu noi... dar nu este vecina cu noi!,OTHER
$USER0640,3,Da Citic ai dreptate Americani vrea război și vrea să între RO.in razboi.,OTHER
$USER0307,0,Ce vedem noi acuma este un lunetist pregatit sa doboare o Kamila,OTHER
$USER2735,0,Ra Drosofila Schöne bă dar ești prost rău !!!!,INSULT
$USER0081,2,Doar Ana-Maria Gavrilă de la AUR este prezentă!,OTHER
$USER2429,2,Dobitoaca esti tu ori esti platita de rahanis hitleristul.,ABUSE
$USER0120,0,RESPECT Dan Chitic !!!,OTHER
$USER1490,0,"Americani si-au bagat nasul peste tot,si numai au distrus!",OTHER
$USER3484,0,Nesimțiți de poliție jandarmi nu vede ? Cei an țara n-au copiii rude ? Peste ei trebuie să treceam,INSULT
$USER0246,1,Alin Marian Alexandrut îl dă prin gura Humorului el vrea să mai ia tu nu vezi Putin e Hitler 2,OTHER
$USER1046,0,Ia spune tu cum Nu ne interesează ce zici Terhes,OTHER
$USER0171,0,"Bravo Aurelian, adevărul gol goluț despre Zelensky!",OTHER
$USER1669,3,Meriți Presedinte Diana,OTHER
$USER1046,0,N-ai zis sa nu qmi tim istoria,OTHER
$USER0426,0,Iauitel pe Iohannis giocelu,OTHER
$USER3160,0,"Bai da mult căcat mănâncă mass-media asta in general, ce război pentru ce se luptă? Bateți câmpii....",INSULT
$USER1834,0,CORECT SI ADEVARAT sa. DOAMNE AJUTA SA FIE BINE IN TARA ACEASTA SI SA AVEM PACE SI LINISTE. SA PLECE CIT MAI REPEDE SI MAI URGENT POSIBIL TOTI DE LA SISTEM.,OTHER
$USER0551,3,Bunā seara! .....FORTA PUT1N ....Mā kk in mecla lui Z3l3nski!,INSULT
$USER0356,0,Sa vedeti voi ce restrictii si schimbari vor fi dupa ce pleaca satana de Kabala.,ABUSE
$USER1229,2,Dacă dați legea asta trebuie sa va dați demisia … Parlamentul devine inutil !!!,OTHER
$USER0295,4,A venit Satana să ne spurce pământul țării!,ABUSE
$USER1323,1,Măi analiști p...l tot cu manipularea ați rămas,INSULT
$USER0253,0,Poporul nu beneficiază din cauza politicienilor și hoților din senat……așa a fost întotdeauna,OTHER
$USER0007,2,MULTUMIM PENTRU FRUMOASA EMISIUNE .....DE INALTA TINUTA INTELECTUALA...NEUTRALITATE SI PACE !,OTHER
$USER0493,0,Chiriac taci rahatule mincinos,INSULT
$USER0360,0,DOAMNE AJUTA AMIN,OTHER
$USER3303,0,"Proști, dar mulți.",INSULT
$USER0297,0,"Sandu ioana fugi la munca duduie , numai comenta prostii pe aici",OTHER
$USER1311,1,An război sa meargă hoți din parlament iei au furat tara și ei s-o apere,OTHER
$USER1388,0,Exact . ii punem pe politici in prima linie .,OTHER
$USER1393,0,Super noi murim de foame,OTHER
$USER0319,0,Nici la ziua națională nu au făcut atâtea pregătiri...,OTHER
$USER0591,0,Revine Covidul a zis Iosefina Pascal,OTHER
$USER0707,0,Romeo Manea Esti degeaba Tristule,INSULT
$USER1577,0,Prosti si curvili da bucuresteni nu iese in srrada curvelor,ABUSE
$USER0470,0,Doamne ce de deștepți proști,INSULT
$USER1016,0,Lazarius președinte sau George Simion presedinte,OTHER
$USER0399,2,Ei uite acolo trebuia o racheta,OTHER
$USER0988,0,"De ce este interzis , putinistilor ???Mergeți în Rusis nu mai ranjiti la tv...slugi rusofile",ABUSE
$USER0707,0,"Sua e cel mai mare exportator de ideologie neo-marxista la ora actuala, iar UE este indoctrinata deja…dar hai sa “ne bagam in seama” cu Rusia, ca sa vorbim discutii",OTHER
$USER2270,0,Eu nu cred acest Război atîtea și atîtea manipulări grosolane atîția satanisti care vor răul popoarelor la Pușcărie nu mai se duc nenorociții ăștia,ABUSE
$USER2821,0,Și tu speli cururile lui ARAFAT IOHANIS și toți criminali din pandemie marș javră,ABUSE
$USER0681,0,Jos oligarhii lumii!,OTHER
$USER1334,0,Ca și din război...bani,OTHER
$USER0142,0,Numai are grai d nul Terhes,OTHER
$USER3976,0,Jos Iohanis si cu hoti criminali tradatori si slugele lui,ABUSE
$USER1222,1,Respect domnule Piperea!,OTHER
$USER0428,0,AN naite sa pleaca din SUA sa futut bine sa nu are nervi curva,ABUSE
$USER1060,0,Te apreciem mult George ajutane....,OTHER
$USER1821,0,Va iubim Doamna Diana si ma rog lui bunu dumnezeu sa fie alaturi de dumneavoastra ca sunteti cu un suflet extra ordinary pentru tot poporu Romaniei Doamne ajuta sa fie pace nu vrem razboi,OTHER
$USER2629,0,Da ciuguliți bârzoiu Iohannis și elita lui meargă la război!,ABUSE
$USER0084,0,DESCHIDETI MINELE ROMÂNEȘTI,OTHER
$USER1652,0,Daca SUA doreste razboi cu RUSIA sa-l porneasca prin Kamciatka. Pornesc din Alasca si bombardeaza in Kamciatka!,OTHER
$USER1181,1,Îi manîmca în pla sa se bage si el în razboi pai nu îmi da mie mitraliera o sa mi se zică mister clier curăț tot,PROFANITY
$USER1398,0,"E un show, sa ne atraga ...",OTHER
$USER1012,0,Lauda in sind miruase a cacat,INSULT
$USER1819,1,Nuuuuuuuuu! Nu e războiul nostru !!!!,OTHER
$USER0487,0,Și dacă a venit doamna nu mai avem război??,OTHER
$USER0463,0,Crezi că are inimă?,OTHER
$USER1393,0,În timpul lui RSR cine a făcut armata a jurat RSR ului pentru apărarea tarii dar pt apărare numa dar nu pt atacarea .,OTHER
$USER1213,1,Politicieni criminali si mafioti!!!!!,OTHER
$USER0501,0,Cine dracului a ma-i chemat-o și pe asta aici?,PROFANITY
$USER0084,0,MIHĂIȚĂ ÎȘI IA ORDINELE DE LA ȘEFII DE LA LUME,OTHER
$USER0428,2,Offf de ati adus curva AN Romania vine o jaleeee mare AN Romania,ABUSE
$USER1253,2,Da Ucranieini sunt buni cau interzis in scolii limba Romana,OTHER
$USER0714,0,Tu ce sa faci pentru mine,OTHER
$USER1210,0,Scoatem covidul și îi dăm cu criza că vine Putin!.. Să nu se teme poporul că nu va fi război în Română ....atunci la ce dracu vă trebuie rezervisti bolnavi să vă apere curul ?,PROFANITY
$USER0470,0,Dacă pui mesajele astea la un calculator quantic se strică inainte sa ajunga la un rezultat,OTHER
$USER0454,1,"manipulare pe fata, lasati minciunile, mai terminati cu manipularile acestea.",OTHER
$USER0348,0,"Lili Ruse,ești o jigodie de jurnalist,o pupincuriști satanistă!",ABUSE
$USER4293,0,Ciuca=pielea p#lii,INSULT
$USER2457,0,Așa-i romănu prost,INSULT
$USER1922,2,"Nu ne trebuie război,? Ucraina nu ne privește, e conflictul lor! Nu avem obligații, aia nu sunt nici parte NATO nici parte UE! Daca eram noi in locul lor ucrainenii urinau pe noi!",OTHER
$USER0646,0,neamtule iesi afară ca spui numai minciuni,OTHER
$USER0049,3,"Jeg Constantinescu,mare jeg!",ABUSE
$USER3075,0,MA OAMENI VORBITI DE POMANA SCOATETI NAIBI OAMENI IN STRADA DATI PE FATA CE ASCUNDETI DE FRICA SI SPUNETI ADEVARUL CRUD SA DOARA PE FIECAREIN PARTE ASA SE VA IESI IN STRADA,PROFANITY
$USER1200,0,Nu uitati ca Parlamentul are obiceiul sa voteze legea Noaptea ca hotii au facuto si altadata.,OTHER
$USER1326,0,Satana cu agenții săi nu vor termina,PROFANITY
$USER0531,0,Să plece dracu de unde a venit !,PROFANITY
$USER0671,0,Mars la americani,INSULT
$USER1045,0,Cum este cu recensamintul...ce se urmareste?,OTHER
$USER1901,0,vrem fapte doar vorbe goale,OTHER
$USER1022,0,"Banii Românilor sunt in buzunarul partidelor ,de aia cresc prețurile la tot",OTHER
$USER2112,0,Dute ba dracu .,ABUSE
$USER0636,0,Felicitări domnule Neamțu!,OTHER
$USER0638,0,Aia au inceputo cu ciocanele si nici decum cu pustile mai Terhes,OTHER
$USER3431,0,"Nu mai cântați acest imn acest nu ne aparține suntem luați de proști să ma cac pe cel care a inventat acest imn Auzi desteaptăte"" noi suntem deșteptați de mult jegurile",ABUSE
$USER1127,0,La multi ani!...si mult respect. O zi binecuvintata de D-zeu va doresc sa aveti!,OTHER
$USER0114,0,Oh doamne hai să-l auzim,OTHER
$USER1856,0,Exact ce am zis....cu o floare nu se face primăvară....nu îi interesează pe romani....sunt toți mulțumiți.....,OTHER
$USER3469,0,"Jos cu mutu, schiorul lu Dracu de îl mânce cancerul de gunoi Ordinar! Bravo d-l George! Felicitări!",ABUSE
$USER0142,2,BRAVO Luis pentru această frumoasă emisiune și felicitări pentru invitați în afară de Mihai Neamțu scuze dar nu mi-a plăcut cu toată inteligenta lui.,OTHER
$USER1674,0,"Elisa Anca ,așa a scris telefonul , greșit",OTHER
$USER0462,2,"Afara Masoni, au vize pentru a intra în România ?",OTHER
$USER0550,1,TOȚI HANDICAPAȚI LA GUVERNU ROMÂN SUNT,INSULT
$USER1794,0,Sa va ajute Dumnezeu ca sa invingeti!!!! Pace! Pace!,OTHER
$USER1820,0,Neamestecul in treburile interne ale altor state!!!! ROMANIA -NEUTRĂ,OTHER
$USER1514,0,Normal că Napoleon a zis dar si el a sfârșit pe o insulă exilat,OTHER
$USER1211,0,"Prefer sa fac 15 ani de puscarie , decat sa merg la un razboi in care voi fi carne de tun .",OTHER
$USER0293,0,Baaaaaaa sa se duca de unde a venit in plm,PROFANITY
$USER3744,0,Daţi joe jigosu,ABUSE
$USER2892,0,"A inceput cu experimentul Milgram , au continuat cu Fereastra Overton si au ajuns la sindromul Stocolm !!! .......Asa se manifesta omul fara de Dumnezeu ! Victima proasta si imbecila !!!",INSULT
$USER1783,0,BUCUREEEEEESTIII IEEEEESI IN STRAAAAAAAA !!!!,OTHER
$USER1429,0,TERHES DUTE NANI TE TREZEȘTI BEI UN CEAI DE TEI ÎȚI REVII,OTHER
$USER4051,2,"Baaaaa, papagalilor de la butoane....e ziua afaraaaaa, băaaaaa",INSULT
$USER0665,0,Domnul Dan Chitic are dreptate !,OTHER
$USER0309,2,Chiriac împușcate singur,ABUSE
$USER0040,0,Doamne ajuta să fie bine la toatà Lumia. Dumnezeu sà và binecuvinteze Doamnà Dieana.,OTHER
$USER0336,0,"Bãã....terminați cu minciunile, cä vine ziua cãnd vã vom strãge de 00 şi de pãsãricã! Marşşş milogilor şi gunoaielor vãndute !",ABUSE
$USER0030,0,Bună dimineața!,OTHER
$USER0536,0,Pentru prima data in istoria geometriei doua paralele sau întâlnit! Wow!,INSULT
$USER1878,0,"Corect…..Libertate,Neutralitate……!!!!",OTHER
$USER1457,0,"Aoooleu, ce prost și infumurat ești Lazarus! Du-te bre,miroase-i chiloții lui Cioaca și caut-o pe Elodia! Nici nu respiri când vorbește omul ăsta că ți-a luat maul!-",INSULT
$USER1726,3,Criminali nu au copii,OTHER
$USER4341,0,Nenorocitu de maciuca,INSULT
$USER0228,0,GO DIGI TV sau Pro TV!,OTHER
$USER2395,0,Putinul armament care il avem il trimit la ucraineni si.mai cheltuiesc si din fondul de rezerva gunoaiele care ne conduc.,ABUSE
$USER2632,0,"Ca de obicei, facem orce numai ce trebuie nu, zici caș handicapat, orce numa ce trebe nu, prosti cu gramada",INSULT
$USER3646,0,Avem mulți proști in tara noastră!!!!,INSULT
$USER0120,0,",, În contextul actual Putin este criminal, toți președinții americani de pana acum sunt criminali "" Cozmin Gușă",OTHER
$USER2790,0,"Aruncati nenorociti astia Catu, IOHANIS prostii astia la cei mai tineti in parlament in casa poporului nu e a lor",INSULT
$USER1112,0,"Salutari dl Luis Lazarus. Frumos din partea d-stra , multumesc pentru dl George Simion , ca acceptati sa fie in direct cu noi ,,rominii,, ! Felicitari !",OTHER
$USER1839,0,"Clara Popescu dacă nu iti place pleacă, suntem destui și fara tine",OTHER
$USER1208,0,De ce dracu ne trebuiesc atitea ministere inutile...,PROFANITY
$USER0420,0,Mai nene nu mai bateti câmpii!!!,OTHER
$USER1507,0,Da nu știu dacă tu într-adevăr știi citi,OTHER
$USER3124,0,"Unii sunteți atâta de inculți ce scrieți pe aici , sau sunteți pleava România !!!",ABUSE
$USER0884,1,"Dați foc la guvern,Parlament ,instituțiile statului si benzinăriilor! Si gata!",OTHER
$USER0628,0,Vine Valul... 6,OTHER
$USER0010,0,"Voicu Maria, Nu mai există negociere cu acești porci criminali kazari askenazi.",ABUSE
$USER0250,0,Vine laptele și mierea,OTHER
$USER1367,0,Prosti de Tk induce a declara război ru.,OTHER
$USER1514,0,Lazarus cinste tie ca deocamdata reprezinti cetățenii simplli dar bănuiesc ca Romania e deja jucată la ruletă,OTHER
$USER0377,0,Nuuuuuuuuu ooooooo vreeeeeeeem .. pleacă acasă în morții mati!!,ABUSE
$USER4156,1,"Ești un dobitoc ,gunoiule",ABUSE
$USER1540,0,Pt mine si razboiul..Este o educatie a frici spre Marea Rezetare,OTHER
$USER1434,0,cu drepturile omului pe pandemie ai mers bine acum a inceput sa scheoapete,OTHER
$USER3782,0,Războiul bate la usa si voi sunteti niste nenorociți fără empatie pt Ucraina !,INSULT
$USER0497,0,Acum ar trebui Putin sa dea o bomba... Vandutilorrr,OTHER
$USER1650,1,Felicitări!Doamne ajută-ne.,OTHER
$USER0105,0,Ma cum dracu tot ii pupi in cur pe americani Terhes sunt mincinoși si tâlhari planetei,INSULT
$USER0097,0,"Cand scapa bombele biologice si armele nucleare vor fi puse in aplicare, la revedere viata normala pe Terra",OTHER
$USER1385,0,Schimbat ...de ce oare?,OTHER
$USER2946,0,"Dacă nu o sa iesim în stradă totii de peste tot ,o să fim ,ce i mai prosti din curtea școli.",INSULT
$USER0398,3,"Iohannis , tu sa mergi in 4 labe după tanti, și ciuca cu nasu' in curu tău",INSULT
